x-axis,1
second,Volt
-96.000000E-03,
-95.996900E-03,
-95.993800E-03,
-95.990700E-03,
-95.987600E-03,
-95.984500E-03,
-95.981400E-03,
-95.978300E-03,
-95.975200E-03,
-95.972100E-03,
-95.969000E-03,
-95.965900E-03,
-95.962800E-03,
-95.959700E-03,
-95.956600E-03,
-95.953500E-03,
-95.950400E-03,
-95.947300E-03,
-95.944200E-03,
-95.941100E-03,
-95.938000E-03,+2.373629612E+00
-95.934900E-03,+2.407102418E+00
-95.931800E-03,+2.384424586E+00
-95.928700E-03,+2.336914120E+00
-95.925600E-03,+2.314780236E+00
-95.922500E-03,+2.326119161E+00
-95.919400E-03,+2.356893228E+00
-95.916300E-03,+2.376328367E+00
-95.913200E-03,+2.407102437E+00
-95.910100E-03,+2.398462236E+00
-95.907000E-03,+2.381725833E+00
-95.903900E-03,+2.350951758E+00
-95.900800E-03,+2.331516626E+00
-95.897700E-03,+2.356893248E+00
-95.894600E-03,+2.390366053E+00
-95.891500E-03,+2.409801181E+00
-95.888400E-03,+2.398462226E+00
-95.885300E-03,+2.381725823E+00
-95.882200E-03,+2.364989420E+00
-95.879100E-03,+2.348253018E+00
-95.876000E-03,+2.331516615E+00
-95.872900E-03,+2.342855584E+00
-95.869800E-03,+2.359591987E+00
-95.866700E-03,+2.390366079E+00
-95.863600E-03,+2.409801194E+00
-95.860500E-03,+2.398462213E+00
-95.857400E-03,+2.367688117E+00
-95.854300E-03,+2.362290701E+00
-95.851200E-03,+2.348253005E+00
-95.848100E-03,+2.373629694E+00
-95.845000E-03,+2.393064801E+00
-95.841900E-03,+2.395763503E+00
-95.838800E-03,+2.395763503E+00
-95.835700E-03,+2.395763503E+00
-95.832600E-03,+2.381725799E+00
-95.829500E-03,+2.336913984E+00
-95.826400E-03,+2.328817898E+00
-95.823300E-03,+2.342855607E+00
-95.820200E-03,+2.359592010E+00
-95.817100E-03,+2.376328412E+00
-95.814000E-03,+2.393064815E+00
-95.810900E-03,+2.395763503E+00
-95.807800E-03,+2.367688072E+00
-95.804700E-03,+2.348252984E+00
-95.801600E-03,+2.359592018E+00
-95.798500E-03,+2.362290701E+00
-95.795400E-03,+2.362290701E+00
-95.792300E-03,+2.404403870E+00
-95.789200E-03,+2.412499905E+00
-95.786100E-03,+2.398462179E+00
-95.783000E-03,+2.367688049E+00
-95.779900E-03,+2.334215244E+00
-95.776800E-03,+2.342855628E+00
-95.773700E-03,+2.359592031E+00
-95.770600E-03,+2.362290701E+00
-95.767500E-03,+2.404403904E+00
-95.764400E-03,+2.384424433E+00
-95.761300E-03,+2.393064839E+00
-95.758200E-03,+2.353650288E+00
-95.755100E-03,+2.345554300E+00
-95.752000E-03,+2.345554300E+00
-95.748899E-03,+2.359592042E+00
-95.745799E-03,+2.390366189E+00
-95.742699E-03,+2.395763503E+00
-95.739599E-03,+2.395763503E+00
-95.736499E-03,+2.395763503E+00
-95.733399E-03,+2.367688004E+00
-95.730299E-03,+2.334215198E+00
-95.727199E-03,+2.342855651E+00
-95.724099E-03,+2.359592054E+00
-95.720999E-03,+2.362290701E+00
-95.717899E-03,+2.376328458E+00
-95.714799E-03,+2.393064861E+00
-95.711699E-03,+2.367687984E+00
-95.708599E-03,+2.348252940E+00
-95.705499E-03,+2.345554300E+00
-95.702399E-03,+2.331516536E+00
-95.699299E-03,+2.356893429E+00
-95.696199E-03,+2.376328468E+00
-95.693099E-03,+2.393064870E+00
-95.689999E-03,+2.409801273E+00
-95.686899E-03,+2.384424362E+00
-95.683799E-03,+2.364989330E+00
-95.680699E-03,+2.348252927E+00
-95.677599E-03,+2.345554300E+00
-95.674499E-03,+2.345554300E+00
-95.671399E-03,+2.373629856E+00
-95.668299E-03,+2.364989323E+00
-95.665199E-03,+2.362290701E+00
-95.662099E-03,+2.362290701E+00
-95.658999E-03,+2.362290701E+00
-95.655899E-03,+2.334215130E+00
-95.652799E-03,+2.342855685E+00
-95.649699E-03,+2.359592088E+00
-95.646599E-03,+2.376328490E+00
-95.643499E-03,+2.393064893E+00
-95.640399E-03,+2.395763503E+00
-95.637299E-03,+2.367687916E+00
-95.634199E-03,+2.362290701E+00
-95.631099E-03,+2.348252904E+00
-95.627999E-03,+2.359592098E+00
-95.624899E-03,+2.348252901E+00
-95.621799E-03,+2.373629901E+00
-95.618699E-03,+2.393064904E+00
-95.615599E-03,+2.381725700E+00
-95.612499E-03,+2.364989297E+00
-95.609399E-03,+2.362290701E+00
-95.606299E-03,+2.348252893E+00
-95.603199E-03,+2.359592109E+00
-95.600099E-03,+2.348252890E+00
-95.596999E-03,+2.387667736E+00
-95.593899E-03,+2.409801317E+00
-95.590799E-03,+2.412499905E+00
-95.587699E-03,+2.384424272E+00
-95.584599E-03,+2.364989284E+00
-95.581499E-03,+2.348252882E+00
-95.578399E-03,+2.359592120E+00
-95.575299E-03,+2.376328523E+00
-95.572199E-03,+2.364989279E+00
-95.569099E-03,+2.362290701E+00
-95.565999E-03,+2.362290701E+00
-95.562899E-03,+2.362290701E+00
-95.559799E-03,+2.348252872E+00
-95.556699E-03,+2.331516469E+00
-95.553599E-03,+2.342855730E+00
-95.550499E-03,+2.331516466E+00
-95.547399E-03,+2.370931403E+00
-95.544299E-03,+2.364989266E+00
-95.541199E-03,+2.390366376E+00
-95.538099E-03,+2.381725664E+00
-95.534999E-03,+2.364989262E+00
-95.531899E-03,+2.362290701E+00
-95.528799E-03,+2.362290701E+00
-95.525699E-03,+2.362290701E+00
-95.522599E-03,+2.376328547E+00
-95.519499E-03,+2.379027102E+00
-95.516399E-03,+2.364989253E+00
-95.513299E-03,+2.362290701E+00
-95.510199E-03,+2.348252849E+00
-95.507099E-03,+2.345554300E+00
-95.503999E-03,+2.345554300E+00
-95.500899E-03,+2.345554300E+00
-95.497799E-03,+2.373630015E+00
-95.494699E-03,+2.379027102E+00
-95.491599E-03,+2.379027102E+00
-95.488499E-03,+2.393064964E+00
-95.485399E-03,+2.339612050E+00
-95.482299E-03,+2.356893628E+00
-95.479199E-03,+2.362290701E+00
-95.476099E-03,+2.362290701E+00
-95.472999E-03,+2.390366439E+00
-95.469899E-03,+2.409801374E+00
-95.466799E-03,+2.398462033E+00
-95.463699E-03,+2.353649884E+00
-95.460599E-03,+2.331516425E+00
-95.457499E-03,+2.328817898E+00
-95.454399E-03,+2.342855776E+00
-95.451299E-03,+2.373630057E+00
-95.448199E-03,+2.379027102E+00
-95.445099E-03,+2.393064984E+00
