x-axis,1
second,Volt
-83.400000E-03,+2.308842969E+00
-83.396900E-03,+2.281847225E+00
-83.393800E-03,+2.315320031E+00
-83.390700E-03,+2.348792836E+00
-83.387600E-03,+2.383884911E+00
-83.384500E-03,+2.427617035E+00
-83.381400E-03,+2.407642087E+00
-83.378300E-03,+2.359052153E+00
-83.375200E-03,+2.325579348E+00
-83.372100E-03,+2.296964373E+00
-83.369000E-03,+2.312081497E+00
-83.365900E-03,+2.318558615E+00
-83.362800E-03,+2.380646383E+00
-83.359700E-03,+2.394144221E+00
-83.356600E-03,+2.379027102E+00
-83.353500E-03,+2.375788532E+00
-83.350400E-03,+2.340696440E+00
-83.347300E-03,+2.295345096E+00
-83.344200E-03,+2.298583675E+00
-83.341100E-03,+2.335295062E+00
-83.338000E-03,+2.399002088E+00
-83.334900E-03,+2.429236306E+00
-83.331800E-03,+2.422759125E+00
-83.328700E-03,+2.359052108E+00
-83.325600E-03,+2.325579302E+00
-83.322500E-03,+2.293725797E+00
-83.319400E-03,+2.281847296E+00
-83.316300E-03,+2.315320102E+00
-83.313200E-03,+2.352031514E+00
-83.310100E-03,+2.412499905E+00
-83.307000E-03,+2.410880598E+00
-83.303900E-03,+2.390905580E+00
-83.300800E-03,+2.339077062E+00
-83.297700E-03,+2.280228005E+00
-83.294600E-03,+2.295345096E+00
-83.291500E-03,+2.305060977E+00
-83.288400E-03,+2.399002133E+00
-83.285300E-03,+2.429236306E+00
-83.282200E-03,+2.427616988E+00
-83.279100E-03,+2.407641947E+00
-83.276000E-03,+2.357432739E+00
-83.272900E-03,+2.310462175E+00
-83.269800E-03,+2.296964419E+00
-83.266700E-03,+2.313700822E+00
-83.263600E-03,+2.336914530E+00
-83.260500E-03,+2.414119232E+00
-83.257400E-03,+2.427616977E+00
-83.254300E-03,+2.406022582E+00
-83.251200E-03,+2.340696304E+00
-83.248100E-03,+2.295345096E+00
-83.245000E-03,+2.295345096E+00
-83.241900E-03,+2.300203105E+00
-83.238800E-03,+2.350412313E+00
-83.235700E-03,+2.399002182E+00
-83.232600E-03,+2.425997625E+00
-83.229500E-03,+2.390905478E+00
-83.226400E-03,+2.342315613E+00
-83.223300E-03,+2.312081497E+00
-83.220200E-03,+2.310462151E+00
-83.217100E-03,+2.301822486E+00
-83.214000E-03,+2.365529399E+00
-83.210900E-03,+2.397382854E+00
-83.207800E-03,+2.414119256E+00
-83.204700E-03,+2.421139540E+00
-83.201600E-03,+2.339076881E+00
-83.198500E-03,+2.276989339E+00
-83.195400E-03,+2.265111008E+00
-83.192300E-03,+2.296964455E+00
-83.189200E-03,+2.321797659E+00
-83.186100E-03,+2.415738628E+00
-83.183000E-03,+2.444353344E+00
-83.179900E-03,+2.424378212E+00
-83.176800E-03,+2.370930272E+00
-83.173700E-03,+2.293725728E+00
-83.170600E-03,+2.280228064E+00
-83.167500E-03,+2.300203207E+00
-83.164400E-03,+2.348793043E+00
-83.161300E-03,+2.382265848E+00
-83.158200E-03,+2.409261156E+00
-83.155100E-03,+2.379027102E+00
-83.152000E-03,+2.372549593E+00
-83.148899E-03,+2.308842740E+00
-83.145799E-03,+2.278608695E+00
-83.142699E-03,+2.283466839E+00
-83.139599E-03,+2.333676047E+00
-83.136499E-03,+2.382265871E+00
-83.133399E-03,+2.415738676E+00
-83.130299E-03,+2.437875771E+00
-83.127199E-03,+2.360671312E+00
-83.124099E-03,+2.340696129E+00
-83.120999E-03,+2.295345096E+00
-83.117899E-03,+2.300203275E+00
-83.114799E-03,+2.345554300E+00
-83.111699E-03,+2.353651279E+00
-83.108599E-03,+2.427616909E+00
-83.105499E-03,+2.407641709E+00
-83.102399E-03,+2.362290701E+00
-83.099299E-03,+2.355813095E+00
-83.096199E-03,+2.293725693E+00
-83.093099E-03,+2.283466908E+00
-83.089999E-03,+2.330437304E+00
-83.086899E-03,+2.350412521E+00
-83.083799E-03,+2.397382912E+00
-83.080699E-03,+2.412499905E+00
-83.077599E-03,+2.404402848E+00
-83.074499E-03,+2.327198486E+00
-83.071399E-03,+2.312081497E+00
-83.068299E-03,+2.313700913E+00
-83.065199E-03,+2.332056732E+00
-83.062099E-03,+2.368768375E+00
-83.058999E-03,+2.427616886E+00
-83.055899E-03,+2.410880483E+00
-83.052799E-03,+2.390905235E+00
-83.049699E-03,+2.342315451E+00
-83.046599E-03,+2.310462072E+00
-83.043499E-03,+2.295345096E+00
-83.040399E-03,+2.300203381E+00
-83.037299E-03,+2.352032019E+00
-83.034199E-03,+2.412499905E+00
-83.031099E-03,+2.412499905E+00
-83.027999E-03,+2.409261037E+00
-83.024899E-03,+2.374168796E+00
-83.021799E-03,+2.328817898E+00
-83.018699E-03,+2.325579022E+00
-83.015599E-03,+2.301822855E+00
-83.012499E-03,+2.365529583E+00
-83.009399E-03,+2.399002388E+00
-83.006299E-03,+2.425997418E+00
-83.003199E-03,+2.394144058E+00
-83.000099E-03,+2.372549315E+00
-82.996999E-03,+2.308842601E+00
-82.993899E-03,+2.278608695E+00
-82.990799E-03,+2.286705950E+00
-82.987699E-03,+2.365529606E+00
-82.984599E-03,+2.400621865E+00
-82.981499E-03,+2.441114341E+00
-82.978399E-03,+2.392524590E+00
-82.975299E-03,+2.357432326E+00
-82.972199E-03,+2.312081497E+00
-82.969099E-03,+2.312081497E+00
-82.965999E-03,+2.316939884E+00
-82.962899E-03,+2.365529629E+00
-82.959799E-03,+2.397382969E+00
-82.956699E-03,+2.409260971E+00
-82.953599E-03,+2.377407634E+00
-82.950499E-03,+2.359051762E+00
-82.947399E-03,+2.327198428E+00
-82.944299E-03,+2.310462025E+00
-82.941199E-03,+2.300203517E+00
-82.938099E-03,+2.347173775E+00
-82.934999E-03,+2.367149131E+00
-82.931899E-03,+2.412499905E+00
-82.928799E-03,+2.410880425E+00
-82.925699E-03,+2.390905061E+00
-82.922599E-03,+2.343934817E+00
-82.919499E-03,+2.327198415E+00
-82.916399E-03,+2.316939952E+00
-82.913299E-03,+2.363910187E+00
-82.910199E-03,+2.383885566E+00
-82.907099E-03,+2.425997327E+00
-82.903999E-03,+2.392524522E+00
-82.900899E-03,+2.360671209E+00
-82.897799E-03,+2.342315313E+00
-82.894699E-03,+2.308842507E+00
-82.891599E-03,+2.286706177E+00
-82.888499E-03,+2.365529697E+00
-82.885399E-03,+2.395763503E+00
-82.882299E-03,+2.394144003E+00
-82.879199E-03,+2.377407600E+00
-82.876099E-03,+2.362290701E+00
-82.872999E-03,+2.357432186E+00
